0;0;0;0;land;false;unknown;0
1;236;190;212;land;false;plains;1
2;216;246;168;land;false;plains;1
3;201;176;185;land;false;plains;1
4;68;251;228;land;false;plains;1
5;91;236;194;land;false;plains;1
6;149;199;191;land;true;plains;1
7;198;243;180;land;false;plains;1
8;252;129;141;land;false;plains;1
9;183;214;241;land;false;plains;1
10;217;215;234;land;false;plains;1
11;246;77;244;land;false;plains;1
12;185;155;249;land;false;plains;1
13;178;140;233;land;false;plains;1
14;250;62;200;land;false;plains;1
15;245;100;235;land;false;plains;1
16;204;224;85;land;true;plains;1
17;136;239;253;land;true;plains;1
18;172;252;194;land;false;plains;1
19;166;155;180;land;true;urban;1
20;208;205;156;land;false;plains;1
21;188;183;212;land;true;plains;1
22;201;208;231;land;false;forest;1
23;235;100;228;land;false;plains;1
24;69;246;187;land;true;plains;1
25;235;167;132;land;false;plains;1
26;241;204;135;land;false;plains;1
27;240;215;130;land;false;plains;1
28;239;217;104;land;true;plains;1
29;194;245;210;land;false;plains;1
30;138;142;224;land;false;plains;1
31;245;226;201;land;true;plains;1
32;90;226;252;land;false;plains;1
33;214;183;153;land;false;plains;1
34;80;185;251;land;true;plains;1
35;165;201;254;land;false;plains;1
36;235;196;166;land;false;plains;1
37;235;193;198;land;false;plains;1
38;96;245;171;land;false;plains;1
39;253;159;214;land;false;plains;1
40;156;187;186;land;true;plains;1
41;173;248;96;land;true;plains;1
42;133;227;207;land;false;plains;1
43;230;235;102;land;false;plains;1
44;204;178;226;land;true;plains;1
45;249;210;60;land;false;plains;1
46;161;239;193;land;false;plains;1
47;176;178;212;land;false;plains;1
48;190;99;227;land;false;plains;1
49;192;195;137;land;true;plains;1
50;200;191;111;land;false;plains;1
51;88;216;249;land;false;plains;1
52;190;231;132;land;false;plains;1
53;147;180;233;land;false;plains;1
54;207;191;109;land;true;plains;1
55;226;123;233;land;false;plains;1
56;196;213;244;land;true;plains;1
57;223;210;226;land;false;plains;1
58;217;241;93;land;true;plains;1
59;125;233;234;land;false;plains;1
60;197;232;147;land;false;plains;1
61;238;211;91;land;false;plains;1
62;213;210;156;land;false;plains;1
63;73;248;227;land;false;plains;1
64;242;197;164;land;false;plains;1
65;184;236;227;land;true;plains;1
66;78;246;198;land;false;plains;1
67;210;166;183;land;false;plains;1
68;231;247;237;land;false;plains;1
69;220;203;200;land;false;plains;1
70;89;252;249;land;true;plains;1
71;216;158;165;land;false;plains;1
72;248;230;82;land;false;plains;1
73;218;231;178;land;true;plains;1
74;155;148;242;land;false;plains;1
75;100;250;226;land;false;plains;1
76;248;233;226;land;false;plains;1
77;162;250;159;land;false;forest;1
78;188;245;162;land;false;plains;1
79;248;221;53;land;false;plains;1
80;174;210;171;land;true;forest;1
81;246;84;243;land;false;plains;1
82;219;140;241;land;false;plains;1
83;124;222;253;land;false;plains;1
84;244;98;245;land;false;plains;1
85;213;234;147;land;false;plains;1
86;203;243;177;land;false;plains;1
87;161;179;188;land;true;plains;1
88;204;191;119;land;true;forest;1
89;251;58;249;land;false;plains;1
90;144;221;235;land;false;forest;1
91;252;236;233;land;false;plains;1
92;165;187;197;land;false;forest;1
93;219;190;192;land;true;urban;1
94;235;194;200;land;false;plains;1
95;246;177;143;land;false;plains;1
96;120;197;227;land;false;plains;1
97;244;241;151;land;false;plains;1
98;238;237;244;land;true;plains;1
99;243;64;234;land;false;plains;1
100;192;163;250;land;true;plains;1
101;227;190;156;land;false;plains;1
102;236;63;224;land;false;plains;1
103;240;154;147;land;false;plains;1
104;251;164;228;land;false;plains;1
105;232;121;248;land;false;plains;1
106;237;163;189;land;false;plains;1
107;172;172;189;land;false;plains;1
108;221;130;222;land;true;urban;1
109;172;223;231;land;false;forest;1
110;127;174;201;land;false;plains;1
111;244;209;156;land;true;plains;1
112;207;173;213;land;false;plains;1
113;240;108;185;land;false;plains;1
114;202;252;183;land;true;plains;1
115;233;175;106;land;true;plains;1
116;176;219;196;land;false;plains;1
117;225;48;247;land;true;plains;1
118;197;179;199;land;false;plains;1
119;199;126;253;land;true;plains;1
120;146;217;237;land;true;plains;1
121;238;188;121;land;false;plains;1
122;159;238;152;land;false;plains;1
123;91;244;191;land;false;plains;1
124;223;54;246;land;false;plains;1
125;206;215;160;land;false;forest;1
126;174;161;236;land;false;plains;1
127;206;185;177;land;false;plains;1
128;95;236;183;land;false;plains;1
129;227;67;233;land;false;plains;1
130;245;102;222;land;false;plains;1
131;248;194;190;land;false;plains;1
132;157;224;240;land;false;plains;1
133;148;215;142;land;true;plains;1
134;236;250;206;land;true;forest;1
135;247;238;174;land;false;plains;1
136;31;247;240;land;false;plains;1
137;150;251;179;land;false;plains;1
138;87;199;241;land;false;plains;1
139;164;202;199;land;false;plains;1
140;173;214;174;land;false;plains;1
141;234;140;137;land;false;plains;1
142;216;233;190;land;false;plains;1
143;123;224;253;land;true;plains;1
144;107;246;184;land;false;plains;1
145;91;210;220;land;false;plains;1
146;137;184;244;land;false;plains;1
147;234;243;184;land;false;plains;1
148;231;234;67;land;false;plains;1
149;134;248;135;land;false;plains;1
150;247;153;121;land;false;plains;1
151;235;101;182;land;false;plains;1
152;127;235;230;land;false;plains;1
153;62;229;233;land;true;plains;1
154;154;155;202;land;false;plains;1
155;159;215;152;land;false;plains;1
156;217;75;245;land;false;plains;1
157;186;245;165;land;false;plains;1
158;244;162;117;land;false;plains;1
159;133;244;247;land;true;plains;1
160;116;195;220;land;false;plains;1
161;166;225;112;land;false;plains;1
162;150;183;196;land;false;plains;1
163;199;234;79;land;false;plains;1
164;154;216;196;land;false;plains;1
165;197;149;239;land;false;forest;1
166;147;122;248;land;false;plains;1
167;207;62;249;land;false;plains;1
168;194;64;251;land;false;plains;1
169;226;181;235;land;false;plains;1
170;208;137;174;land;false;plains;1
171;245;229;124;land;true;plains;1
172;147;194;213;land;false;plains;1
173;44;238;239;land;true;plains;1
174;253;147;103;land;false;plains;1
175;148;168;237;land;true;plains;1
176;240;245;142;land;false;plains;1
177;133;250;173;land;false;forest;1
178;197;69;237;land;false;plains;1
179;145;150;232;land;false;plains;1
180;208;144;156;land;true;plains;1
181;246;214;85;land;false;plains;1
182;168;182;168;land;false;plains;1
183;71;254;243;land;false;plains;1
184;141;239;229;land;false;plains;1
185;225;226;153;land;false;plains;1
186;235;55;223;land;false;plains;1
187;240;191;201;land;false;plains;1
188;250;244;245;land;false;plains;1
189;253;223;55;land;false;plains;1
190;211;240;175;land;false;plains;1
191;237;194;97;land;false;plains;1
192;68;254;252;land;false;plains;1
193;115;156;232;land;false;plains;1
194;31;242;232;land;false;plains;1
