2;arms_factory;3434.00;10.23;2419.00;3.43;0
2;arms_factory;3417.00;9.85;2412.00;5.49;0
2;arms_factory;3430.00;10.43;2426.00;1.52;0
2;arms_factory;3445.00;9.93;2429.00;3.13;0
2;arms_factory;3430.00;10.07;2412.00;5.70;0
2;arms_factory;3425.00;10.07;2410.00;2.88;0
2;industrial_complex;3431.00;9.93;2432.00;4.11;0
2;industrial_complex;3434.00;10.12;2418.00;0.72;0
2;industrial_complex;3422.00;9.80;2432.00;5.33;0
2;industrial_complex;3436.00;10.18;2429.00;1.90;0
2;industrial_complex;3447.00;10.05;2414.00;2.69;0
2;industrial_complex;3438.00;10.45;2425.00;2.58;0
2;air_base;3446.00;10.25;2421.00;0.66;0
2;supply_node;3422.00;10.03;2417.00;5.80;0
2;supply_node;3421.00;9.88;2428.00;1.43;0
2;supply_node;3445.00;10.00;2427.00;1.00;0
2;supply_node;3432.00;10.12;2430.00;4.90;0
2;supply_node;3456.00;10.00;2422.00;3.83;0
2;supply_node;3468.00;9.88;2421.00;6.28;0
2;supply_node;3433.00;10.40;2421.00;4.26;0
2;supply_node;3444.00;10.07;2416.00;5.01;0
2;supply_node;3460.00;9.85;2416.00;0.75;0
2;supply_node;3433.00;9.95;2410.00;3.70;0
2;supply_node;3449.00;9.85;2411.00;5.46;0
2;supply_node;3422.00;9.95;2408.00;5.54;0
2;bunker;3464.00;9.88;2420.00;4.58;0
2;bunker;3427.00;10.07;2414.00;5.10;0
2;bunker;3440.00;10.12;2418.00;1.19;0
2;bunker;3423.00;9.95;2407.00;1.14;0
2;bunker;3436.00;9.93;2412.00;0.47;0
2;bunker;3459.00;9.88;2424.00;3.81;0
2;bunker;3443.00;9.85;2433.00;3.38;0
2;bunker;3434.00;10.23;2419.00;0.28;0
2;bunker;3464.00;9.95;2421.00;2.07;0
2;bunker;3437.00;10.30;2428.00;3.08;0
2;bunker;3417.00;9.82;2426.00;5.74;0
2;bunker;3452.00;10.05;2415.00;3.77;0
2;coastal_bunker;3433.00;9.82;2434.00;-3.39;0
2;coastal_bunker;3461.00;9.50;2414.00;0.00;0
2;coastal_bunker;3417.00;9.50;2409.00;-0.79;0
2;coastal_bunker;3420.00;9.50;2433.00;-1.57;0
2;coastal_bunker;3449.00;9.82;2429.00;-4.07;0
2;coastal_bunker;3455.00;9.57;2411.00;-0.46;0
2;coastal_bunker;3416.00;9.50;2415.00;-1.57;0
2;coastal_bunker;3473.00;9.80;2423.00;1.57;0
2;coastal_bunker;3440.00;9.50;2409.00;1.25;0
2;coastal_bunker;3462.00;9.85;2425.00;-3.46;0
2;stronghold_network;3467.00;9.88;2421.00;1.54;0
2;dockyard;3416.00;9.50;2415.00;-1.57;0
2;anti_air_building;3438.00;10.40;2427.00;1.91;0
2;anti_air_building;3448.00;10.03;2425.00;4.71;0
2;anti_air_building;3440.00;9.85;2412.00;4.96;0
2;synthetic_refinery;3426.00;10.05;2411.00;4.86;0
2;fuel_silo;3436.00;10.10;2418.00;1.95;0
2;radar_station;3445.00;10.25;2420.00;4.44;0
2;naval_supply_hub;3435.00;9.85;2434.00;-3.39;0
2;naval_supply_hub;3440.00;9.50;2409.00;1.25;0
2;naval_supply_hub;3419.00;9.50;2408.00;-0.79;0
2;naval_supply_hub;3454.00;9.88;2425.00;-3.46;0
2;naval_supply_hub;3417.00;9.80;2429.00;-1.57;0
2;naval_supply_hub;3460.00;9.50;2414.00;0.00;0
2;naval_supply_hub;3469.00;9.50;2418.00;0.32;0
2;naval_supply_hub;3449.00;9.78;2430.00;-4.07;0
2;naval_supply_hub;3448.00;9.50;2409.00;-0.46;0
2;naval_supply_hub;3416.00;9.50;2421.00;-1.57;0
2;naval_headquarters;3437.00;9.80;2408.00;1.25;0
2;naval_headquarters;3445.00;9.82;2433.00;-2.86;0
2;naval_headquarters;3435.00;9.85;2434.00;-3.39;0
2;naval_headquarters;3416.00;9.50;2426.00;-1.57;0
2;naval_headquarters;3417.00;9.50;2409.00;-0.79;0
2;naval_headquarters;3471.00;9.82;2424.00;-3.14;0
2;naval_headquarters;3459.00;9.50;2414.00;0.00;0
2;naval_headquarters;3451.00;9.50;2409.00;-0.46;0
2;naval_headquarters;3460.00;9.85;2425.00;-3.46;0
2;naval_headquarters;3416.00;9.50;2413.00;-1.57;0
2;nuclear_reactor_spawn;3420.00;10.03;2413.00;5.48;0
2;special_project_facility_spawn;3454.00;10.00;2420.00;3.83;0
2;special_project_facility_spawn;3432.00;10.50;2424.00;3.05;0
2;special_project_facility_spawn;3432.00;10.12;2430.00;0.85;0
2;special_project_facility_spawn;3461.00;10.03;2421.00;3.84;0
2;special_project_facility_spawn;3423.00;10.07;2417.00;4.14;0
2;special_project_facility_spawn;3433.00;9.90;2409.00;3.46;0
2;special_project_facility_spawn;3449.00;10.12;2422.00;1.84;0
2;special_project_facility_spawn;3453.00;9.95;2414.00;0.93;0
2;special_project_facility_spawn;3421.00;9.82;2429.00;4.88;0
2;special_project_facility_spawn;3451.00;10.12;2418.00;6.07;0
2;special_project_facility_spawn;3467.00;9.85;2423.00;4.14;0
2;special_project_facility_spawn;3421.00;9.88;2408.00;4.76;0
2;rocket_site_spawn;3432.00;10.45;2422.00;2.99;0
2;naval_base_spawn;3463.00;9.73;2415.00;0.00;16769
2;naval_base_spawn;3447.00;9.50;2409.00;-0.46;16769
2;naval_base_spawn;3420.00;9.57;2432.00;-1.57;14272
2;naval_base_spawn;3450.00;9.80;2429.00;-4.07;16961
2;naval_base_spawn;3467.00;9.80;2424.00;-3.14;16961
2;naval_base_spawn;3416.00;9.50;2414.00;-1.57;14272
2;naval_base_spawn;3432.00;9.80;2434.00;-3.39;18434
2;naval_base_spawn;3416.00;9.50;2410.00;-0.79;18456
2;naval_base_spawn;3440.00;9.50;2409.00;1.25;16769
2;naval_base_spawn;3457.00;9.80;2425.00;-3.46;16961
2;floating_harbor;3409.00;9.50;2417.00;1.57;531
2;floating_harbor;3410.00;9.50;2428.00;1.57;2208
2;floating_harbor;3454.60;9.50;2434.20;-0.93;2470
2;floating_harbor;3434.70;9.50;2440.79;-0.24;3184
2;floating_harbor;3459.21;9.50;2431.64;-0.32;6645
2;floating_harbor;3471.21;9.50;2411.36;-2.82;6646
2;floating_harbor;3460.00;9.50;2407.00;-3.14;6652
2;floating_harbor;3434.00;9.50;2389.00;-3.26;6654
2;floating_harbor;3444.87;9.50;2402.74;-3.61;6656
2;floating_harbor;3416.05;9.50;2402.05;-3.93;6658
3;arms_factory;3056.00;10.00;2314.00;1.52;0
3;arms_factory;3106.00;9.95;2362.00;3.13;0
3;arms_factory;3267.00;10.20;2332.00;5.70;0
3;arms_factory;3265.00;10.88;2346.00;2.88;0
3;arms_factory;3206.00;10.82;2367.00;4.11;0
3;arms_factory;3099.00;9.90;2322.00;0.72;0
3;industrial_complex;3095.00;9.80;2312.00;5.33;0
3;industrial_complex;3213.00;9.93;2341.00;1.90;0
3;industrial_complex;3100.00;10.00;2326.00;2.69;0
3;industrial_complex;3047.00;10.78;2328.00;2.58;0
3;industrial_complex;3158.00;10.00;2388.00;0.66;0
3;industrial_complex;3105.00;10.10;2332.00;4.36;0
3;air_base;3076.00;10.18;2333.00;2.76;0
3;supply_node;3180.00;10.15;2354.00;1.00;0
3;supply_node;3216.00;10.93;2356.00;4.90;0
3;supply_node;3240.00;10.18;2334.00;3.83;0
3;supply_node;3080.00;10.43;2352.00;6.28;0
3;supply_node;3161.00;10.03;2326.00;4.26;0
3;supply_node;3120.00;9.80;2359.00;5.01;0
3;supply_node;3139.00;9.75;2333.00;0.75;0
3;supply_node;3231.00;10.18;2360.00;3.70;0
3;supply_node;3175.00;10.00;2336.00;5.46;0
3;supply_node;3137.00;9.93;2363.00;5.54;0
3;supply_node;3192.00;11.03;2369.00;3.14;0
3;supply_node;3212.00;10.15;2386.00;0.80;0
3;supply_node;3279.00;10.15;2332.00;2.90;0
3;supply_node;3055.00;10.70;2345.00;1.25;0
3;supply_node;3193.00;10.40;2390.00;4.17;0
3;supply_node;3039.00;10.43;2343.00;3.55;0
3;supply_node;3171.00;10.40;2382.00;1.14;0
3;supply_node;3109.00;9.90;2314.00;3.69;0
3;supply_node;3244.00;11.00;2352.00;5.76;0
3;supply_node;3027.00;10.15;2331.00;3.24;0
3;supply_node;3097.00;9.90;2323.00;5.94;0
3;supply_node;3075.00;10.10;2366.00;4.14;0
3;supply_node;3164.00;10.30;2398.00;0.13;0
3;supply_node;3225.00;10.05;2342.00;6.25;0
3;supply_node;3041.00;10.18;2324.00;3.70;0
3;supply_node;3132.00;9.95;2351.00;0.64;0
3;supply_node;3122.00;10.00;2339.00;2.44;0
3;supply_node;3089.00;9.85;2365.00;3.50;0
3;supply_node;3177.00;10.50;2370.00;2.77;0
3;supply_node;3105.00;10.10;2335.00;5.67;0
3;supply_node;3206.00;10.70;2375.00;4.23;0
3;supply_node;3260.00;10.10;2330.00;4.77;0
3;supply_node;3120.00;9.73;2322.00;3.97;0
3;supply_node;3057.00;10.35;2322.00;4.25;0
3;supply_node;3182.00;10.20;2401.00;5.80;0
3;supply_node;3147.00;10.00;2391.00;2.53;0
3;supply_node;3156.00;9.93;2386.00;2.77;0
3;supply_node;3221.00;10.30;2370.00;3.72;0
3;supply_node;3102.00;9.98;2362.00;3.99;0
3;supply_node;3257.00;10.30;2359.00;4.44;0
3;supply_node;3064.00;9.80;2359.00;5.78;0
3;supply_node;3168.00;9.85;2360.00;4.63;0
3;supply_node;3148.00;9.80;2357.00;5.97;0
3;supply_node;3270.00;10.18;2353.00;3.59;0
3;supply_node;3200.00;10.53;2356.00;0.25;0
3;supply_node;3095.00;10.12;2350.00;0.32;0
3;supply_node;3111.00;10.48;2349.00;0.87;0
3;supply_node;3258.00;11.03;2345.00;1.41;0
3;supply_node;3280.00;10.05;2345.00;5.54;0
3;supply_node;3146.00;10.05;2345.00;2.69;0
3;supply_node;3191.00;10.25;2344.00;2.59;0
3;supply_node;3163.00;9.93;2341.00;3.21;0
3;supply_node;3206.00;10.07;2342.00;2.86;0
3;supply_node;3069.00;10.85;2340.00;4.05;0
3;supply_node;3087.00;10.15;2336.00;2.57;0
3;supply_node;3187.00;9.85;2332.00;5.45;0
3;supply_node;3073.00;10.05;2329.00;3.76;0
3;supply_node;3023.00;9.90;2321.00;4.27;0
3;supply_node;3045.00;9.82;2312.00;0.19;0
3;supply_node;3099.00;9.88;2308.00;2.25;0
3;bunker;3171.00;10.05;2365.00;5.48;0
3;bunker;3166.00;10.07;2341.00;3.83;0
3;bunker;3139.00;9.75;2366.00;3.05;0
3;bunker;3180.00;9.85;2329.00;0.85;0
3;bunker;3038.00;10.45;2333.00;3.84;0
3;bunker;3142.00;10.05;2336.00;4.14;0
3;bunker;3106.00;9.90;2363.00;3.46;0
3;bunker;3064.00;10.62;2332.00;1.84;0
3;bunker;3123.00;9.93;2355.00;0.93;0
3;bunker;3282.00;10.10;2331.00;4.88;0
3;bunker;3239.00;10.18;2335.00;6.07;0
3;bunker;3101.00;9.95;2311.00;4.14;0
3;bunker;3042.00;9.98;2317.00;4.76;0
3;bunker;3091.00;10.40;2344.00;2.99;0
3;bunker;3267.00;10.30;2355.00;4.48;0
3;bunker;3075.00;10.55;2348.00;5.92;0
3;bunker;3205.00;10.80;2356.00;4.01;0
3;bunker;3102.00;10.30;2345.00;5.82;0
3;bunker;3122.00;9.85;2331.00;4.04;0
3;bunker;3204.00;10.03;2345.00;2.98;0
3;bunker;3102.00;10.00;2322.00;3.47;0
3;bunker;3254.00;11.10;2351.00;1.10;0
3;bunker;3167.00;9.98;2376.00;3.81;0
3;bunker;3095.00;10.30;2340.00;4.59;0
3;bunker;3176.00;10.48;2369.00;0.09;0
3;bunker;3071.00;10.20;2363.00;5.67;0
3;bunker;3228.00;10.62;2356.00;4.04;0
3;bunker;3074.00;10.48;2359.00;1.43;0
3;bunker;3206.00;10.82;2368.00;3.68;0
3;bunker;3180.00;10.10;2339.00;3.91;0
3;bunker;3194.00;9.90;2338.00;2.11;0
3;bunker;3267.00;10.88;2340.00;6.13;0
3;bunker;3194.00;10.40;2390.00;2.35;0
3;bunker;3054.00;10.05;2315.00;1.08;0
3;bunker;3024.00;10.12;2327.00;5.10;0
3;bunker;3173.00;10.00;2354.00;2.07;0
3;bunker;3106.00;10.60;2348.00;0.50;0
3;bunker;3155.00;10.05;2391.00;0.36;0
3;bunker;3245.00;11.00;2347.00;5.20;0
3;bunker;3153.00;9.88;2346.00;6.24;0
3;bunker;3087.00;9.90;2370.00;1.68;0
3;bunker;3047.00;9.93;2354.00;1.01;0
3;bunker;3167.00;10.60;2394.00;1.44;0
3;bunker;3080.00;9.93;2330.00;4.18;0
3;bunker;3019.00;9.80;2329.00;3.69;0
3;bunker;3288.00;9.80;2338.00;1.06;0
3;bunker;3147.00;9.98;2353.00;2.31;0
3;bunker;3108.00;9.85;2310.00;0.54;0
3;bunker;3193.00;11.03;2372.00;4.03;0
3;bunker;3228.00;9.95;2336.00;2.32;0
3;bunker;3126.00;9.80;2328.00;3.96;0
3;bunker;3132.00;9.98;2342.00;2.86;0
